
Run: 1 Realtime: 0 Accel sens: 8 Gyro sens: 1000

Time Captured,Accel X,Accel Y,Accel Z,Gyro X,Gyro Y,Gyro Z,Magn X,Magn Y,Magn Z
69609903,-0.988525,-0.119141,0.094482,2.777100,0.335693,-0.488281,8.642578,28.564453,-16.259766
72159648,-0.988770,-0.123779,0.087891,2.502441,0.549316,-0.579834,8.642578,28.564453,-16.259766
74657292,-0.989746,-0.121094,0.100342,2.563477,0.274658,-0.579834,8.642578,28.564453,-16.259766
77428166,-0.990723,-0.117676,0.097656,2.685547,0.244141,-0.885010,8.642578,28.564453,-16.259766
79893809,-0.989258,-0.121094,0.094971,2.777100,0.183105,-0.610352,8.642578,28.564453,-16.259766
82409913,-0.987549,-0.123291,0.090576,2.532959,0.274658,-0.854492,8.569336,28.344727,-16.040039
84907967,-0.986328,-0.116699,0.090088,2.532959,-0.091553,-0.762939,8.569336,28.344727,-16.040039
87569712,-0.990967,-0.123779,0.091309,2.624512,0.061035,-0.610352,8.569336,28.344727,-16.040039
90445202,-0.992920,-0.121338,0.087158,2.685547,-0.152588,-0.762939,8.569336,28.344727,-16.040039
93457307,-0.983643,-0.119385,0.092529,2.624512,0.000000,-0.640869,8.569336,28.344727,-16.040039
95881924,-0.985840,-0.123047,0.093262,2.471924,0.091553,-0.976563,8.569336,28.344727,-16.040039
98591260,-0.984619,-0.120605,0.094482,2.685547,0.152588,-0.671387,8.569336,28.344727,-16.040039
101102852,-0.986816,-0.124268,0.098389,2.624512,-0.152588,-0.854492,7.983398,27.905273,-15.747070
103641520,-0.990234,-0.121826,0.093750,2.624512,-0.274658,-0.793457,7.983398,27.905273,-15.747070
106149420,-0.987549,-0.118652,0.096436,2.716064,-0.091553,-0.823975,7.983398,27.905273,-15.747070
108643781,-0.988525,-0.120605,0.101318,2.685547,-0.366211,-0.976563,7.983398,27.905273,-15.747070
111147578,-0.988281,-0.124756,0.092041,2.685547,-0.427246,-0.885010,7.983398,27.905273,-15.747070
113648093,-0.991211,-0.120361,0.094238,2.624512,-0.488281,-0.793457,7.983398,27.905273,-15.747070
116144095,-0.987305,-0.119385,0.095947,2.227783,-0.244141,-0.946045,7.983398,27.905273,-15.747070
119119277,-0.990967,-0.119873,0.092773,2.655029,-0.427246,-0.976563,7.983398,27.905273,-15.747070
122097330,-0.988770,-0.121826,0.096680,2.685547,-0.549316,-0.915527,7.617188,28.125000,-15.820313
124648307,-0.988281,-0.119141,0.090820,2.777100,-0.213623,-1.037598,7.617188,28.125000,-15.820313
127304719,-0.988281,-0.121094,0.098877,2.471924,-0.732422,-0.976563,7.617188,28.125000,-15.820313
130320517,-0.989258,-0.121582,0.095947,2.868652,-0.640869,-1.037598,7.617188,28.125000,-15.820313
133326468,-0.989502,-0.121826,0.096680,2.746582,-0.549316,-1.342773,7.617188,28.125000,-15.820313
136279906,-0.987549,-0.120117,0.096191,2.716064,-0.610352,-1.251221,7.617188,28.125000,-15.820313
138793549,-0.990479,-0.122314,0.096436,2.563477,-0.671387,-1.312256,7.617188,28.125000,-15.820313
142306578,-0.989746,-0.121826,0.100342,2.624512,-0.823975,-1.190186,7.910156,28.417969,-16.113281
145316221,-0.986084,-0.122559,0.093018,2.838135,-0.610352,-1.251221,7.910156,28.417969,-16.113281
148063711,-0.985107,-0.122070,0.100830,2.593994,-0.610352,-1.434326,7.910156,28.417969,-16.113281
150809969,-0.985352,-0.123779,0.101318,2.838135,-0.946045,-0.915527,7.910156,28.417969,-16.113281
153769972,-0.987061,-0.125977,0.096680,2.838135,-0.976563,-1.220703,7.910156,28.417969,-16.113281
156595410,-0.986572,-0.123779,0.098389,2.593994,-0.854492,-0.915527,7.910156,28.417969,-16.113281
159118079,-0.987061,-0.122803,0.101074,2.655029,-0.854492,-1.312256,7.910156,28.417969,-16.113281
162110081,-0.985107,-0.120605,0.100830,2.807617,-0.854492,-0.976563,7.836914,28.198242,-15.747070
165092648,-0.982178,-0.124268,0.101074,2.593994,-0.671387,-0.793457,7.836914,28.198242,-15.747070
167755624,-0.985352,-0.124268,0.103271,2.807617,-0.762939,-1.159668,7.836914,28.198242,-15.747070
170789063,-0.981201,-0.125732,0.097412,2.410889,-1.068115,-0.915527,7.836914,28.198242,-15.747070
173287937,-0.987305,-0.124268,0.099121,2.593994,-0.793457,-0.488281,7.836914,28.198242,-15.747070
176008349,-0.984619,-0.121826,0.097168,2.502441,-0.854492,-0.823975,7.836914,28.198242,-15.747070
178475223,-0.983398,-0.120361,0.102539,2.838135,-0.823975,-0.762939,7.836914,28.198242,-15.747070
181025789,-0.987305,-0.121338,0.102783,2.563477,-0.518799,-0.640869,7.836914,28.344727,-15.454102
183474201,-0.979980,-0.122559,0.106201,2.471924,-1.068115,-0.732422,7.836914,28.344727,-15.454102
186033383,-0.982178,-0.120361,0.095459,2.563477,-0.427246,-0.671387,7.836914,28.344727,-15.454102
189036462,-0.985352,-0.127197,0.098877,2.502441,-0.488281,-0.518799,7.836914,28.344727,-15.454102
192032157,-0.986084,-0.117432,0.104736,2.685547,-0.640869,-0.854492,7.836914,28.344727,-15.454102
194983544,-0.983887,-0.119385,0.102295,2.685547,-0.762939,-0.610352,7.836914,28.344727,-15.454102
197729393,-0.983887,-0.122803,0.105469,2.380371,-0.518799,-0.640869,7.836914,28.344727,-15.454102
200481395,-0.986084,-0.122070,0.103027,2.624512,-0.427246,-0.915527,7.836914,28.784180,-15.747070
203016371,-0.985596,-0.121094,0.103760,2.532959,-0.488281,-0.701904,7.836914,28.784180,-15.747070
205483655,-0.984375,-0.122803,0.100342,2.685547,-0.244141,-0.976563,7.836914,28.784180,-15.747070
208016991,-0.987305,-0.119873,0.096924,2.685547,-0.335693,-0.915527,7.836914,28.784180,-15.747070
210944173,-0.989746,-0.120605,0.102539,2.746582,-0.366211,-0.915527,7.836914,28.784180,-15.747070
213947252,-0.988281,-0.124268,0.101074,2.777100,-0.579834,-0.854492,7.836914,28.784180,-15.747070
216439562,-0.987061,-0.120850,0.102051,2.532959,-0.427246,-1.190186,7.836914,28.784180,-15.747070
218948692,-0.988281,-0.118652,0.104248,2.532959,-0.610352,-1.098633,7.836914,28.784180,-15.747070
221441822,-0.989258,-0.124512,0.103027,2.624512,-0.732422,-1.190186,7.910156,28.564453,-16.259766
223891876,-0.988770,-0.120117,0.097900,2.777100,-0.640869,-1.251221,7.910156,28.564453,-16.259766
226467057,-0.990479,-0.118408,0.104492,2.685547,-1.068115,-1.312256,7.910156,28.564453,-16.259766
228985213,-0.990967,-0.118652,0.102539,2.685547,-1.007080,-1.434326,7.910156,28.564453,-16.259766
231975164,-0.990723,-0.121338,0.101074,2.532959,-1.159668,-1.434326,7.690430,28.344727,-15.893555
234924910,-0.992676,-0.120361,0.094971,2.807617,-1.007080,-1.647949,7.690430,28.344727,-15.893555
237437733,-0.991943,-0.116699,0.092773,2.746582,-1.525879,-1.678467,7.690430,28.344727,-15.893555
239918966,-0.988770,-0.120361,0.100586,2.624512,-1.403809,-1.922607,8.056641,28.857422,-16.113281
242953224,-0.991455,-0.121338,0.094971,2.471924,-1.739502,-1.892090,8.056641,28.857422,-16.113281
245458662,-0.990234,-0.119873,0.097168,2.807617,-1.678467,-1.983643,8.056641,28.857422,-16.113281
247959177,-0.991943,-0.117188,0.091064,2.746582,-1.861572,-2.075195,8.056641,28.857422,-16.113281
250916718,-0.993408,-0.114014,0.099854,2.410889,-1.770020,-2.014160,7.470703,28.271484,-15.820313
253418464,-0.989746,-0.119629,0.094482,2.777100,-2.136230,-2.319336,7.470703,28.271484,-15.820313
255917338,-0.992920,-0.120605,0.094238,2.685547,-2.349854,-2.136230,7.470703,28.271484,-15.820313
258431391,-0.989014,-0.120605,0.095215,2.716064,-2.471924,-2.502441,7.470703,28.271484,-15.820313
261528419,-0.990723,-0.119141,0.096680,2.807617,-2.624512,-2.380371,7.910156,28.125000,-16.113281
263981755,-0.987549,-0.120850,0.086670,2.624512,-2.716064,-2.471924,7.910156,28.125000,-16.113281
266481039,-0.990967,-0.126221,0.091797,2.288818,-3.021240,-2.410889,7.910156,28.125000,-16.113281
269031605,-0.992188,-0.124023,0.099121,2.655029,-3.021240,-2.746582,7.910156,28.125000,-16.113281
271536222,-0.993408,-0.125488,0.098389,2.716064,-3.143311,-2.624512,8.056641,28.125000,-15.820313
274038788,-0.991211,-0.118896,0.100830,2.807617,-3.021240,-2.868652,8.056641,28.125000,-15.820313
277008227,-0.991699,-0.117188,0.094238,2.624512,-3.265381,-2.685547,8.056641,28.125000,-15.820313
279525562,-0.994385,-0.120117,0.098145,2.655029,-3.479004,-2.838135,8.056641,28.125000,-15.820313
282727616,-0.993408,-0.120605,0.096924,2.685547,-3.845215,-3.021240,8.056641,28.125000,-15.820313
285313054,-0.990967,-0.115967,0.092041,2.777100,-4.089355,-3.143311,8.056641,28.125000,-15.820313
288261159,-0.992188,-0.121826,0.097656,2.593994,-3.967285,-3.021240,8.056641,28.125000,-15.820313
290924546,-0.998535,-0.117676,0.095215,2.471924,-4.302979,-3.356934,7.763672,28.271484,-15.820313
293583420,-0.998047,-0.121094,0.095215,2.716064,-4.760742,-3.387451,7.763672,28.271484,-15.820313
296578294,-0.997314,-0.116943,0.090088,2.655029,-4.669189,-3.540039,7.763672,28.271484,-15.820313
299242091,-0.994873,-0.124023,0.099609,2.746582,-5.615234,-3.540039,7.763672,28.271484,-15.820313
302233683,-1.000732,-0.119141,0.089355,2.502441,-5.645752,-3.784180,7.763672,28.271484,-15.820313
304892147,-1.001465,-0.123047,0.091309,2.624512,-6.347656,-3.723145,7.763672,28.271484,-15.820313
307743842,-1.001953,-0.123291,0.098633,2.471924,-6.408691,-3.540039,7.763672,28.271484,-15.820313
310618101,-1.003174,-0.128418,0.090332,2.502441,-6.988525,-3.509521,7.983398,28.198242,-15.454102
313515744,-0.999756,-0.128662,0.084717,2.410889,-7.568359,-3.662109,7.983398,28.198242,-15.454102
316015438,-0.999023,-0.124512,0.089355,2.319336,-7.873535,-3.509521,7.983398,28.198242,-15.454102
318523748,-1.000732,-0.126465,0.089844,2.258301,-8.666992,-3.326416,7.983398,28.198242,-15.454102
321505494,-1.003418,-0.130859,0.087891,2.319336,-9.338379,-3.265381,7.983398,28.198242,-15.454102
324057701,-0.999756,-0.127930,0.085693,2.380371,-9.735107,-2.868652,7.983398,28.198242,-15.454102
326570934,-1.001465,-0.128906,0.090088,2.380371,-10.284424,-2.960205,7.983398,28.198242,-15.454102
329065295,-1.007813,-0.130615,0.090088,1.922607,-10.681152,-2.929688,7.983398,28.198242,-15.454102
331674118,-1.005371,-0.133789,0.082275,2.105713,-11.230469,-2.746582,7.397461,28.637695,-16.040039
334513505,-1.002930,-0.135498,0.090088,2.075195,-11.749268,-2.410889,7.397461,28.637695,-16.040039
337558841,-1.005859,-0.141113,0.084961,2.410889,-12.817383,-2.105713,7.397461,28.637695,-16.040039
340075355,-1.007813,-0.137695,0.099365,2.593994,-13.092041,-1.678467,7.397461,28.637695,-16.040039
343028794,-1.006836,-0.130371,0.093262,2.258301,-13.580322,-1.739502,7.397461,28.637695,-16.040039
345584283,-1.007568,-0.128418,0.094971,1.983643,-14.587402,-1.190186,7.397461,28.637695,-16.040039
348075362,-1.008301,-0.136719,0.093506,2.471924,-14.923096,-1.312256,7.397461,28.637695,-16.040039
351030852,-1.006836,-0.134033,0.101807,2.258301,-15.228271,-1.068115,7.836914,28.344727,-15.307617
354044187,-1.008545,-0.132080,0.096191,2.349854,-15.777588,-1.098633,7.836914,28.344727,-15.307617
357009113,-1.005615,-0.131836,0.099854,2.380371,-16.601563,-1.068115,7.836914,28.344727,-15.307617
359573628,-1.005615,-0.129883,0.092041,2.288818,-17.181396,-0.946045,7.836914,28.344727,-15.307617
362539784,-1.010498,-0.125732,0.101074,2.655029,-17.486572,-1.007080,7.836914,28.344727,-15.307617
365052607,-1.005371,-0.128418,0.099121,2.471924,-18.035889,-0.823975,7.836914,28.344727,-15.307617
367667173,-1.007813,-0.123535,0.104736,2.380371,-18.341064,-1.159668,7.836914,28.344727,-15.307617
370267380,-1.013672,-0.118652,0.099609,2.380371,-19.287109,-0.976563,8.569336,27.612305,-15.454102
372766254,-1.003662,-0.131104,0.102783,2.349854,-19.134521,-1.098633,8.569336,27.612305,-15.454102
375566256,-1.005859,-0.124023,0.104248,2.441406,-19.805908,-0.946045,8.569336,27.612305,-15.454102
378646054,-1.006104,-0.114014,0.104492,2.380371,-19.927979,-1.281738,8.569336,27.612305,-15.454102
381248723,-1.006836,-0.117188,0.094482,2.227783,-20.996094,-1.495361,8.569336,27.612305,-15.454102
383732827,-1.004883,-0.119141,0.108643,2.166748,-21.118164,-1.617432,8.569336,27.612305,-15.454102
386232111,-1.009033,-0.121826,0.114990,2.441406,-21.514893,-1.434326,8.569336,27.612305,-15.454102
388761754,-1.006836,-0.117432,0.106934,2.105713,-21.881104,-1.831055,8.569336,27.612305,-15.454102
391286885,-1.006836,-0.115723,0.109863,2.227783,-22.094727,-1.953125,7.690430,28.051758,-15.161133
394250169,-1.012451,-0.115967,0.110352,2.105713,-22.460938,-2.014160,7.690430,28.051758,-15.161133
396697351,-1.008057,-0.125244,0.116455,2.044678,-23.345947,-1.983643,7.690430,28.051758,-15.161133
399196224,-1.008301,-0.129395,0.106689,1.861572,-23.437500,-2.288818,7.690430,28.051758,-15.161133
401698791,-1.001953,-0.123535,0.114014,2.532959,-24.047852,-2.258301,7.690430,28.051758,-15.161133
404196434,-0.999023,-0.125732,0.115967,2.349854,-24.108887,-2.502441,7.690430,28.051758,-15.161133
406757667,-1.001465,-0.118408,0.117188,2.227783,-24.993896,-2.685547,7.690430,28.051758,-15.161133
409801361,-1.000000,-0.122559,0.119629,2.014160,-25.329590,-2.441406,7.177734,28.417969,-15.234375
412793364,-0.997803,-0.124268,0.119873,1.892090,-25.726318,-2.502441,7.177734,28.417969,-15.234375
416276444,-0.998047,-0.122559,0.125732,1.861572,-26.275635,-2.624512,7.177734,28.417969,-15.234375
418824548,-1.008057,-0.125977,0.124756,2.288818,-27.191162,-2.197266,7.177734,28.417969,-15.234375
421334909,-1.002197,-0.130127,0.120117,1.953125,-27.740479,-2.441406,7.177734,28.417969,-15.234375
424335117,-1.007080,-0.131592,0.115723,1.983643,-28.137207,-1.922607,7.177734,28.417969,-15.234375
426843016,-1.010498,-0.136230,0.115967,2.136230,-29.113770,-1.831055,7.177734,28.417969,-15.234375
429816968,-1.012207,-0.130127,0.109131,2.044678,-30.212402,-1.617432,7.910156,27.978516,-14.648438
432292047,-1.020752,-0.130615,0.111572,1.739502,-31.250000,-1.098633,7.910156,27.978516,-14.648438
435240562,-1.025391,-0.136963,0.101074,1.586914,-32.409668,-0.854492,7.910156,27.978516,-14.648438
437729179,-1.041504,-0.139648,0.098145,1.708984,-33.874512,-0.335693,7.910156,27.978516,-14.648438
440230515,-1.043213,-0.142822,0.095215,1.831055,-35.247803,0.000000,7.910156,27.978516,-14.648438
443241389,-1.055420,-0.147461,0.084229,1.708984,-36.987305,0.518799,7.910156,27.978516,-14.648438
445741493,-1.062988,-0.150146,0.086182,2.044678,-38.879395,1.007080,7.910156,27.978516,-14.648438
448238726,-1.067871,-0.150879,0.086670,1.647949,-40.710449,1.373291,7.910156,27.978516,-14.648438
450739651,-1.081055,-0.151611,0.079834,2.258301,-42.968750,2.288818,7.763672,28.271484,-14.794922
453243448,-1.083252,-0.148438,0.082031,1.617432,-44.830322,2.990723,7.763672,28.271484,-14.794922
455840784,-1.094727,-0.159180,0.073730,2.105713,-46.966553,3.204346,7.763672,28.271484,-14.794922
458933709,-1.097168,-0.159912,0.072021,2.166748,-49.407959,4.028320,7.763672,28.271484,-14.794922
461842430,-1.098633,-0.156250,0.069092,2.136230,-52.307129,4.608154,7.763672,28.271484,-14.794922
464338842,-1.105225,-0.149658,0.072266,2.380371,-55.175781,5.218506,7.763672,28.271484,-14.794922
466943562,-1.108887,-0.148926,0.060303,2.349854,-57.586670,5.676270,7.763672,28.271484,-14.794922
469855154,-1.108887,-0.149170,0.071777,2.471924,-60.424805,6.256104,7.910156,28.564453,-15.087891
472359772,-1.104980,-0.145264,0.068359,2.532959,-63.385010,6.469727,7.910156,28.564453,-15.087891
474855363,-1.110596,-0.143799,0.070801,2.746582,-66.375732,6.561279,7.910156,28.564453,-15.087891
477357930,-1.115479,-0.137939,0.063965,2.899170,-69.335938,6.622314,7.910156,28.564453,-15.087891
479904393,-1.121338,-0.126465,0.062012,3.173828,-72.326660,6.805420,7.910156,28.564453,-15.087891
482855780,-1.130371,-0.116699,0.050537,2.838135,-76.110840,6.347656,7.910156,28.564453,-15.087891
485353834,-1.131836,-0.112549,0.041260,2.929688,-79.925537,6.042480,7.910156,28.564453,-15.087891
488402452,-1.142334,-0.098877,0.040283,3.143311,-83.557129,5.706787,7.910156,28.564453,-15.087891
491473223,-1.152588,-0.097656,0.036621,2.960205,-87.890625,5.187988,8.642578,28.271484,-13.916016
494424610,-1.152344,-0.100342,0.037354,2.807617,-92.834473,5.249023,8.642578,28.271484,-13.916016
496894356,-1.145264,-0.101074,0.052734,2.471924,-97.106934,4.760742,8.642578,28.271484,-13.916016
499451076,-1.141846,-0.101807,0.057373,2.593994,-100.311279,4.394531,8.862305,28.491211,-13.403320
501960616,-1.126465,-0.112061,0.069092,2.563477,-103.851318,3.906250,8.862305,28.491211,-13.403320
504905439,-1.114502,-0.112061,0.070313,2.502441,-106.658936,3.601074,8.862305,28.491211,-13.403320
507754673,-1.095459,-0.106201,0.089844,2.593994,-110.229492,2.990723,8.862305,28.491211,-13.403320
510257239,-1.077148,-0.119141,0.107910,2.929688,-113.250732,2.593994,8.276367,28.344727,-13.403320
512760215,-1.067139,-0.115234,0.113770,3.021240,-115.905762,2.471924,8.276367,28.344727,-13.403320
515328012,-1.057861,-0.108398,0.118896,3.295898,-118.103027,2.166748,8.276367,28.344727,-13.403320
517859296,-1.036865,-0.111816,0.136230,2.929688,-120.208740,1.525879,8.276367,28.344727,-13.403320
520583401,-1.025635,-0.102783,0.154053,2.899170,-122.070313,1.342773,7.177734,28.417969,-12.597656
523516737,-1.010742,-0.109375,0.169922,3.082275,-124.023438,0.762939,7.177734,28.417969,-12.597656
526116123,-0.994873,-0.101807,0.180908,3.082275,-125.213623,0.305176,7.177734,28.417969,-12.597656
528617869,-0.988525,-0.099121,0.190918,3.448486,-126.464844,-0.396729,7.617188,27.978516,-12.158203
531136435,-0.977295,-0.095947,0.216309,3.387451,-127.685547,-1.281738,7.617188,27.978516,-12.158203
533992643,-0.968262,-0.095703,0.220947,3.265381,-128.143311,-1.678467,7.617188,27.978516,-12.158203
536848850,-0.959717,-0.085449,0.225098,3.326416,-128.570557,-2.471924,7.617188,27.978516,-12.158203
539603724,-0.955566,-0.075684,0.241699,3.143311,-129.760742,-3.173828,7.910156,28.271484,-12.304688
542167829,-0.947998,-0.071045,0.250488,2.746582,-130.310059,-4.028320,7.910156,28.271484,-12.304688
544619113,-0.942139,-0.080078,0.248047,2.319336,-130.767822,-4.699707,7.910156,28.271484,-12.304688
547118807,-0.937256,-0.072998,0.253418,2.197266,-131.622314,-5.340576,7.910156,28.271484,-12.304688
550116964,-0.931396,-0.071777,0.258789,1.708984,-131.927490,-6.042480,7.910156,28.271484,-12.304688
552838197,-0.936035,-0.079102,0.266113,1.617432,-132.537842,-7.049561,7.910156,28.271484,-12.304688
555323122,-0.933594,-0.085449,0.263184,1.373291,-133.758545,-7.202148,7.910156,28.271484,-12.304688
557822816,-0.933350,-0.083008,0.258057,1.190186,-134.155273,-7.690430,7.910156,28.271484,-12.304688
560352049,-0.929199,-0.083740,0.265625,0.793457,-134.857178,-8.636475,7.690430,27.465820,-10.620117
563265692,-0.931641,-0.082275,0.265137,0.762939,-135.833740,-8.972168,7.690430,27.465820,-10.620117
565867130,-0.940186,-0.092041,0.279053,-0.030518,-136.688232,-9.124756,7.690430,27.465820,-10.620117
568587543,-0.942139,-0.095215,0.287354,0.244141,-137.481689,-9.460449,7.690430,27.465820,-10.620117
571072058,-0.938477,-0.101563,0.294189,0.061035,-138.519287,-9.887695,7.690430,27.465820,-10.620117
573570111,-0.948486,-0.101563,0.302002,-0.122070,-139.526367,-10.162354,7.690430,27.465820,-10.620117
576347549,-0.943359,-0.117920,0.296631,0.030518,-140.197754,-10.192871,7.690430,27.465820,-10.620117
578903859,-0.946777,-0.117188,0.308594,0.061035,-141.540527,-10.467529,8.349609,27.685547,-9.814453
581399451,-0.952637,-0.121338,0.306396,-0.122070,-142.639160,-10.742188,8.349609,27.685547,-9.814453
583944274,-0.946777,-0.128418,0.316162,0.549316,-143.890381,-10.803223,8.349609,27.685547,-9.814453
586705712,-0.949707,-0.124512,0.310303,0.244141,-145.202637,-10.650635,8.349609,27.685547,-9.814453
589761304,-0.949219,-0.127441,0.323730,0.366211,-146.148682,-10.437012,8.349609,27.685547,-9.814453
593217717,-0.944580,-0.122559,0.320801,0.183105,-148.071289,-10.467529,8.349609,27.685547,-9.814453
596163360,-0.939697,-0.125000,0.324463,0.244141,-149.719238,-10.040283,8.349609,27.685547,-9.814453
598708183,-0.936523,-0.125732,0.331787,0.091553,-151.641846,-9.918213,7.690430,28.051758,-8.715820
601507365,-0.935059,-0.129395,0.328125,0.122070,-152.648926,-9.552002,7.690430,28.051758,-8.715820
604009110,-0.936035,-0.130859,0.333496,0.335693,-154.693604,-9.063721,7.690430,28.051758,-8.715820
606658138,-0.935791,-0.142334,0.340576,0.274658,-156.280518,-9.246826,7.690430,28.051758,-8.715820
609249730,-0.934814,-0.150391,0.345947,0.366211,-157.501221,-8.300781,7.690430,28.051758,-8.715820
611777732,-0.933838,-0.146484,0.347900,0.762939,-159.667969,-8.605957,7.690430,28.051758,-8.715820
614720504,-0.935303,-0.151123,0.341797,0.976563,-161.529541,-8.056641,7.690430,28.051758,-8.715820
617684609,-0.926270,-0.153076,0.345947,1.220703,-162.872314,-7.476807,7.690430,28.051758,-8.715820
620169944,-0.927002,-0.155273,0.353760,1.525879,-165.374756,-7.110596,7.836914,27.026367,-7.836914
623207485,-0.925293,-0.148438,0.351563,1.434326,-167.053223,-6.744385,7.836914,27.026367,-7.836914
625661231,-0.921631,-0.155273,0.360840,1.922607,-169.433594,-6.256104,7.836914,27.026367,-7.836914
628732003,-0.920898,-0.154297,0.362793,1.708984,-171.478271,-5.645752,7.836914,27.026367,-7.836914
631231287,-0.918945,-0.145996,0.368896,2.044678,-174.011230,-5.065918,7.836914,27.026367,-7.836914
634185135,-0.916504,-0.156738,0.370117,2.044678,-176.391602,-4.730225,7.836914,27.026367,-7.836914
636692214,-0.916016,-0.160156,0.378662,2.624512,-178.924561,-4.089355,7.836914,27.026367,-7.836914
639742883,-0.911865,-0.162598,0.377441,2.838135,-181.091309,-3.845215,8.056641,26.660156,-6.445313
642682783,-0.918701,-0.155518,0.385498,3.387451,-183.959961,-3.295898,8.056641,26.660156,-6.445313
645682991,-0.911133,-0.161621,0.380127,3.662109,-187.011719,-3.082275,8.056641,26.660156,-6.445313
648182275,-0.905273,-0.157227,0.379639,3.967285,-189.849854,-2.319336,8.056641,26.660156,-6.445313
650732021,-0.904785,-0.170898,0.392334,4.547119,-192.504883,-2.227783,8.056641,26.660156,-6.445313
653733869,-0.900879,-0.156738,0.386475,5.065918,-195.098877,-1.953125,8.056641,26.660156,-6.445313
656279512,-0.903320,-0.161377,0.392334,5.340576,-198.272705,-1.586914,8.056641,26.660156,-6.445313
658933873,-0.900879,-0.159912,0.398438,5.828857,-201.110840,-0.915527,8.496094,26.367188,-4.687500
661447106,-0.895508,-0.163818,0.412598,6.713867,-204.193115,-1.312256,8.496094,26.367188,-4.687500
663945160,-0.895020,-0.158691,0.403076,6.622314,-207.855225,-0.762939,8.496094,26.367188,-4.687500
666393162,-0.893799,-0.162354,0.415527,7.232666,-210.357666,-0.762939,8.496094,26.367188,-4.687500
668943728,-0.889160,-0.170654,0.414307,7.934570,-213.531494,-0.946045,8.496094,26.367188,-4.687500
671545986,-0.884033,-0.161621,0.411865,8.361816,-216.735840,-0.671387,8.496094,26.367188,-4.687500
674047732,-0.880127,-0.161377,0.421387,9.307861,-220.428467,-0.732422,8.496094,26.367188,-4.687500
676646709,-0.874756,-0.166260,0.414307,10.314941,-223.480225,-1.068115,8.496094,26.367188,-4.687500
679582096,-0.874512,-0.162598,0.417480,10.711670,-227.203369,-0.640869,8.422852,25.561523,-3.588867
682084251,-0.870850,-0.150635,0.416016,11.535645,-231.567383,-0.946045,8.422852,25.561523,-3.588867
684580664,-0.865479,-0.162598,0.426758,12.237549,-234.985352,-1.312256,8.422852,25.561523,-3.588867
687087332,-0.862061,-0.156494,0.422363,12.908936,-239.044189,-1.190186,8.422852,25.561523,-3.588867
690087130,-0.857910,-0.159912,0.433594,13.641357,-242.736816,-1.708984,8.349609,25.634766,-2.929688
693051235,-0.854980,-0.151855,0.425537,14.495850,-247.833252,-1.739502,8.349609,25.634766,-2.929688
