
Run: 1 Realtime: 0 Accel sens: 2 Gyro sens: 250

Time Captured,Accel X,Accel Y,Accel Z,Gyro X,Gyro Y,Gyro Z,Magn X,Magn Y,Magn Z
3124925,-0.459961,-0.185059,0.858398,1.869202,0.228882,0.564575,22.412109,25.195313,-4.101563
6180107,-0.453857,-0.189209,0.871094,1.953125,0.000000,1.007080,22.412109,25.195313,-4.101563
9138879,-0.453857,-0.187744,0.880127,2.136230,0.099182,1.075745,22.412109,25.195313,-4.101563
12550574,-0.457764,-0.191162,0.876709,2.563477,-0.083923,1.419067,22.412109,25.195313,-4.101563
15121243,-0.458740,-0.187012,0.878662,2.616882,0.747681,1.777649,22.412109,25.195313,-4.101563
18098066,-0.460205,-0.182129,0.886719,3.051758,0.679016,1.541138,21.899414,24.829102,-4.467773
21097453,-0.460449,-0.179932,0.880127,3.311157,0.694275,1.724243,21.899414,24.829102,-4.467773
24134583,-0.459717,-0.174561,0.879395,3.631592,0.846863,1.724243,21.899414,24.829102,-4.467773
27090894,-0.470215,-0.167725,0.879150,3.616333,1.045227,1.853943,21.899414,24.829102,-4.467773
29591819,-0.468018,-0.162109,0.883545,4.287720,1.304626,1.831055,21.899414,24.829102,-4.467773
32157975,-0.469727,-0.157471,0.879639,4.295349,1.602173,1.388550,21.899414,24.829102,-4.467773
35156951,-0.473389,-0.158447,0.881348,4.890442,1.693726,1.617432,21.899414,24.829102,-4.467773
38129262,-0.471924,-0.152100,0.868164,5.294800,1.907349,0.839233,21.899414,25.415039,-4.174805
40628135,-0.470459,-0.145264,0.873291,5.592346,1.647949,0.885010,21.899414,25.415039,-4.174805
43673061,-0.472412,-0.142090,0.868896,5.752563,1.808167,0.671387,21.899414,25.415039,-4.174805
46641679,-0.475586,-0.139404,0.871826,6.004333,2.052307,0.366211,21.899414,25.415039,-4.174805
49673476,-0.474365,-0.136475,0.871582,5.905151,1.770020,0.190735,21.899414,25.415039,-4.174805
52178094,-0.473389,-0.132568,0.871826,5.737305,1.716614,-0.183105,21.899414,25.415039,-4.174805
54667121,-0.466064,-0.129639,0.866699,5.828857,1.640320,-0.091553,21.899414,25.415039,-4.174805
57744867,-0.465576,-0.134033,0.871338,5.279541,1.579285,-0.068665,21.752930,25.561523,-3.881836
60701178,-0.466797,-0.130371,0.869873,5.432129,1.266479,-0.358582,21.752930,25.561523,-3.881836
63722308,-0.461670,-0.127197,0.874512,5.508423,1.121521,-0.366211,21.752930,25.561523,-3.881836
66217490,-0.463135,-0.119629,0.872559,4.791260,1.167297,-0.564575,21.752930,25.561523,-3.881836
68762312,-0.462402,-0.125244,0.880371,4.783630,1.213074,-0.411987,21.752930,25.561523,-3.881836
71727238,-0.465576,-0.124512,0.872070,4.585266,1.296997,-0.549316,21.752930,25.561523,-3.881836
74806625,-0.462646,-0.124268,0.871094,4.226685,0.999451,-0.495911,21.752930,25.561523,-3.881836
77722730,-0.467285,-0.122559,0.874268,3.967285,1.098633,-0.610352,21.679688,25.488281,-3.662109
80274117,-0.459961,-0.125977,0.877197,3.677368,1.174927,-0.679016,21.679688,25.488281,-3.662109
